1,JGTJOKDXND,XSpo73953,0.5
10,AVSYKIOVCR,AGvn88746,0.5
100,NCQCNNROHE,UEhc89933,0.5
101,PJHMVGSQUX,ZVxm90956,0.5
102,WKRNPAUOOT,MCcl08106,0.5
103,WCJPJHRYKH,ECvs43683,0.5
104,PUPHUAVWVX,PUgt51159,0.5
105,DZONQKGSEI,LOeo89781,0.5
106,TUSHARXUCO,DPcp26942,0.5
107,TNVTCGMWAJ,IByd29669,0.5
108,SYIBVVLZCI,ABat77116,0.5
109,OCNQFEHTCT,VWhz03813,0.5
11,JANLLNLWIR,LNue91014,0.5
110,WBTHUYLFOU,MFyi05043,0.5
111,FOZCNUHDVY,NTrp84119,0.5
112,XVWCXIEWJA,QDdl81513,0.5
113,NDUJHAMURI,FFtn62245,0.5
114,TSEPZYAXCZ,LWut54361,0.5
115,CGHVHUQWOI,FZug78510,0.5
116,HBLOQKXDRR,MFob17594,0.5
117,MCBREOZAID,FQyt18074,0.5
118,JIIBUQWQTF,IRnr49320,0.5
119,DIRZVECKCL,BSwv30373,0.5
12,ACZMKTPIOW,QEek35471,0.5
120,MZYRPYXDWF,FUhk37864,0.5
121,RVIRTJTVOL,WRwj26566,0.5
122,FGWMQXLWNB,WLxb49202,0.5
123,YFXKEBVAAE,LStn90024,0.5
124,ROJDNVSDLD,XTah10932,0.5
125,KHWNVVCCJP,RNfk61423,0.5
126,TQVOIBOZSU,VYer68351,0.5
127,LQFMMHKIJF,IKrh12171,0.5
128,FYXXLRXKDR,JUct47331,0.5
129,RMVUPKFMQO,RCab59980,0.5
13,ZVWCQYWODM,BIyr60915,0.5
130,GQAHBLMSZR,XHkc42280,0.5
131,YHXLVKPPCE,HPpw03892,0.5
132,MVZTSBXGWD,LQrc39201,0.5
133,IFCZUILBBA,OXkb63381,0.5
134,ITRLSZZCJX,EKot98776,0.5
135,SAVCUDMAHK,MJqj58718,0.5
136,NYPZYHUJCP,BSws14267,0.5
137,ZOOSYZNEER,DKji38558,0.5
